Database	TOTAL
Pronunciation types	28754
Pronunciation tokens	690110
ORTHOGRAPHY	PRONUNCIATION	COUNT	P(P|W)
Vorschlag	fO6Sla:k	20	6.472492e-02
Vorschlag	fo:6Sla:g	3	9.708738e-03
Vorschlag	fo:6Sla:h	15	4.854369e-02
Vorschlag	fo:6Sla:	17	5.501618e-02
Vorschlag	fo:6Sla:k	205	6.634304e-01
Vorschlag	fo:6Sla:x	43	1.391586e-01
vorschlage	fo:6Sla:g@	2	1.000000e+00
vorschl"age	fo:6Sle:g@	1	1.000000e+00
Vorschl"age	fo:6Sle:g	3	4.347826e-02
Vorschl"age	o:6SlE:g@	1	1.449275e-02
Vorschl"age	fo:6Sle:g@	62	8.985507e-01
Vorschl"age	fo:6SlE:g@	1	1.449275e-02
Vorschl"age	fO6Sle:g@	2	2.898551e-02
vorschlagen	fo:6Sla:g@m	4	5.326232e-03
vorschlagen	fo:6Sla:gn	5	6.657790e-03
vorschlagen	fO6Sla:gN	8	1.065246e-02
vorschlagen	fo:6Sla:Nn	6	7.989348e-03
vorschlagen	fo:6Sla:g@n	204	2.716378e-01
vorschlagen	fO6Sla:N	14	1.864181e-02
vorschlagen	fo:6Sla:gN	203	2.703063e-01
vorschlagen	fo:6Sla:NN	3	3.994674e-03
vorschlagen	fO6Sla:Nn	1	1.331558e-03
vorschlagen	fO6Sla:g@m	1	1.331558e-03
vorschlagen	fo:6Sla:N	286	3.808256e-01
vorschlagen	fO6Sla:g@n	16	2.130493e-02
Vorschl"agen	fo:6Sle:g@n	1	2.000000e-01
Vorschl"agen	fo:6Sle:gN	3	6.000000e-01
Vorschl"agen	fo:6Sle:gn	1	2.000000e-01
vorschlegen	fo:6Sle:g@n	1	1.000000e+00
Vorschu"s	fo:6SUs	4	1.000000e+00
vorschweben	fo:6Sve:b@n	3	7.500000e-01
vorschweben	fo:6Sve:m	1	2.500000e-01
vorsehen	fo:6ze:@n	1	5.000000e-01
vorsehen	fo:6ze:n	1	5.000000e-01
vorsichtig	fo:6zICtIC	2	1.000000e+00
vorsichtshalber	fo:6zIshab6	1	1.000000e+00
vorsortieren	fo:6zO6ti:6n	1	1.000000e+00
vorsprechen	fo:6SprEC@m	1	5.000000e-01
vorsprechen	fo:6SprEC@n	1	5.000000e-01
Vorstandschef	fo:6StansSEf	1	1.000000e+00
Vorstandsrat	fo:6Stantsra:t	1	1.000000e+00
Vorstandssitzung	fo:6StantzItsUN	2	6.666667e-01
Vorstandssitzung	fo:6StanszItsUNk	1	3.333333e-01
vorstelle	fo:6StEl@	2	1.000000e+00
vorstellen	fo:6StElm	1	2.500000e-02
vorstellen	fo:6StEl@n	7	1.750000e-01
vorstellen	fo:6StEln	24	6.000000e-01
vorstellen	fO6StEln	2	5.000000e-02
vorstellen	fo:6StEl	6	1.500000e-01
Vorstellung	fo:6StElU	1	3.703704e-02
Vorstellung	fo:6StElUNk	1	3.703704e-02
Vorstellung	fo:6StElUN	25	9.259259e-01
Vorstellungen	fO6StElUNn	1	4.166667e-02
Vorstellungen	fo:6StElUN	2	8.333333e-02
Vorstellungen	fO6StElUN@n	1	4.166667e-02
Vorstellungen	fo:6StElUNm	1	4.166667e-02
Vorstellungen	fo:6StElUNn	1	4.166667e-02
Vorstellungen	fo:6StElUN@n	9	3.750000e-01
Vorstellungen	fo:6StElUNN	9	3.750000e-01
Vorstellungsbeginn	fo:6StElUsb@gIn	3	4.285714e-01
Vorstellungsbeginn	fo:6StElUNsb@gIn	4	5.714286e-01
Vorstellungsgespr"ach	fo:6StElUsg@Spre:C	1	1.000000e+00
Vortag	fo:6ta:k	1	1.000000e+00
Vortages	fo:6ta:g@s	1	1.000000e+00
vortanzen	fo:6tants@n	1	1.000000e+00
Vorteil	fO6taIl	2	1.538462e-01
Vorteil	fo:6taIl	11	8.461538e-01
Vorteile	fo:6taIl@	6	1.000000e+00
vorteilhaft	fo:6taIlhaf	2	5.000000e-01
vorteilhaft	fO6taIlhaft	1	2.500000e-01
vorteilhaft	fo:6taIlhaft	1	2.500000e-01
vorteilhafter	fo:6taIlhaft6	1	1.000000e+00
Vortr	fo:6tr	1	1.000000e+00
Vortrag	fo:6tra:x	3	1.578947e-01
Vortrag	fo:6tra:k	11	5.789474e-01
Vortrag	fO6tra:x	1	5.263158e-02
Vortrag	fO6tra:k	3	1.578947e-01
Vortrag	fo:6tra:h	1	5.263158e-02
Vortr"age	fo:6trE:g@	5	1.000000e+00
vortragen	fo:6tra:N	1	1.000000e+00
Vortr"agen	fo:6trE:gN	1	1.000000e+00
Vortragenden	fo:6tra:g@n@n	1	1.000000e+00
Vortragsreihe	fo:6tra:ksraI@	11	8.461538e-01
Vortragsreihe	fo:6tra:xsraI@	2	1.538462e-01
vortreffen	fo:6trEfn	1	1.000000e+00
Vortreffen	fo:6trEfn	3	7.500000e-01
Vortreffen	fo:6trEf@n	1	2.500000e-01
Vortritt	fo:6trIt	1	1.000000e+00
Vorverkaufsgeb"uhr	fo:6fE6kaUfsg@by:6	1	1.000000e+00
vorverlegen	fo:6fE6le:gN	2	3.333333e-01
vorverlegen	fo:6fE6le:N	1	1.666667e-01
vorverlegen	fo:6fE6le:g@n	3	5.000000e-01
vorverschieben	fo:6fE6Si:b@n	1	1.000000e+00
vorweg	fo:6vEk	6	1.000000e+00
Vorweihnachtszeit	fo:6vaInaxtstsaI	1	5.000000e-01
Vorweihnachtszeit	fo:6vaInaxtstsaIt	1	5.000000e-01
vorwiegend	fo:6vi:gN	1	1.000000e+00
vorzeigen	fo:6tsaIg@n	1	1.000000e+00
vorzeitig	fo:6tsaIdIC	1	1.000000e+00
vorziehen	fo:6tsi:n	26	1.000000e+00
Vorzimmer	fo:6tsIm6	1	1.000000e+00
vorzuarbeiten	fO6tsuQarbaItn	1	1.000000e+00
vorzubereiten	fo:6tsub@raItn	22	6.470588e-01
vorzubereiten	fo:6tsub@raIQn	3	8.823529e-02
vorzubereiten	fO6tsub@raIt@n	2	5.882353e-02
vorzubereiten	fo:6tsub@raIt@n	7	2.058824e-01
vorzubesprechen	fo:6tsub@SprECn	1	1.000000e+00
Vorz"uge	fo:6tsy:g@	3	1.000000e+00
vorz"uglich	fo:6tsy:klIC	2	1.000000e+00
vorzugsweise	fo:6tsu:ksvaIz@	1	3.333333e-01
vorzugsweise	fO6tsu:ksvaIz@	2	6.666667e-01
Vorzugung	fo:6tsu:gUN	1	1.000000e+00
vorzulesen	fo:6tsule:z@n	1	1.000000e+00
vorzunehmen	fo:6tsune:m	2	6.666667e-01
vorzunehmen	fo:6tsune:m@n	1	3.333333e-01
vorzuschlagen	fo:6tsuSla:gn	1	8.333333e-02
vorzuschlagen	fo:6tsuSla:N	2	1.666667e-01
vorzuschlagen	fo:6tsuSla:gN	1	8.333333e-02
vorzuschlagen	fo:6tsuSla:g@n	8	6.666667e-01
vorzusetzen	fo:6tsuzEtsn	1	1.000000e+00
vorzustellen	fo:6tsuStEln	1	5.000000e-01
vorzustellen	fo:6tsuStEl@n	1	5.000000e-01
vorzuziehen	fo:6tsutsi:n	3	1.000000e+00
vosit"at	vozite:t	1	1.000000e+00
Vox	vOks	15	1.000000e+00
vrauchen	vraUxN	1	1.000000e+00
$V-$R-$M-$L	faUQE6QEmQEl	1	1.000000e+00
$V-$W-Regelung	faUve:re:g@lUN	1	1.000000e+00
w	v	240	1.000000e+00
W	v	7	1.000000e+00
$W	ve:	115	1.000000e+00
wa	va	27	1.000000e+00
w"a	vE	18	1.000000e+00
Wa	va:	1	1.000000e+00
Waben	va:m	2	1.000000e+00
wach	vax	3	7.500000e-01
wach	vah	1	2.500000e-01
wachsen	vaksn	1	1.000000e+00
wachsender	vaksn6	1	1.000000e+00
w"achst	vEks	1	1.000000e+00
wackelig	vak@lIC	1	1.000000e+00
wagen	a:N	1	1.000000e+00
Wagen	va:N	7	4.666667e-01
Wagen	va:g@n	3	2.000000e-01
Wagen	va:gN	4	2.666667e-01
Wagen	a:g@n	1	6.666667e-02
Waggon	vagON	1	1.000000e+00
Wagner	a:gn6	1	4.166667e-02
Wagner	va:gn6	23	9.583333e-01
Wagner-Festspiele	va:gn6fEsSpi:l@	1	1.000000e+00
wahl	va:l	1	1.000000e+00
Wahl	va:l	17	1.000000e+00
w"ahle	ve:l@	5	3.846154e-01
w"ahle	vE:l@	8	6.153846e-01
w"ahlen	ve:lm	1	2.272727e-02
w"ahlen	ve:ln	12	2.727273e-01
w"ahlen	ve:l	2	4.545455e-02
w"ahlen	vE:lm	1	2.272727e-02
w"ahlen	vE:ln	9	2.045455e-01
w"ahlen	vE:l@n	8	1.818182e-01
w"ahlen	ve:l@n	8	1.818182e-01
w"ahlen	vE:l	3	6.818182e-02
w"ahlerisch	vE:l@rIS	1	1.000000e+00
wahlfrei	va:lfraI	1	1.000000e+00
Wahlverwandtschaft	va:lfE6vantSaft	1	1.000000e+00
wahlweise	va:lvaIz@	3	1.000000e+00
Wahn	va:n	1	1.000000e+00
wahnsi	va:nzi	1	1.000000e+00
Wahnsinn	a:nzIn	1	1.000000e-01
Wahnsinn	va:nzIn	8	8.000000e-01
Wahnsinn	va:nzn	1	1.000000e-01
wahnsinnig	a:nzInI	1	6.666667e-02
wahnsinnig	va:nzInIC	10	6.666667e-01
wahnsinnig	va:nznIC	2	1.333333e-01
wahnsinnig	a:nzInIC	1	6.666667e-02
wahnsinnig	va:nzInI	1	6.666667e-02
wahr	va:r	58	9.830508e-01
wahr	a:r	1	1.694915e-02
wahre	va:r@	1	1.000000e+00
w"ahren	vE:r@n	1	1.000000e+00
w"ahrend	ve:r@n	1	2.380952e-02
w"ahrend	vE:6n	24	5.714286e-01
w"ahrend	ve:r@nt	2	4.761905e-02
w"ahrend	vE:r@nt	1	2.380952e-02
w"ahrend	vE:6nt	5	1.190476e-01
w"ahrend	vE:r@n	9	2.142857e-01
w"ahrenddessen	vE:r@ndEs@n	1	1.000000e+00
wahrnehmen	va:rne:m	16	5.161290e-01
wahrnehmen	va:rne:mn	2	6.451613e-02
wahrnehmen	va:rne:	4	1.290323e-01
wahrnehmen	va:rne:m@n	9	2.903226e-01
wahrscheinl	a:rSaInl	1	1.000000e+00
wahrscheinlich	a:rSaInI	5	2.016129e-02
wahrscheinlich	a:rSaInIC	22	8.870968e-02
wahrscheinlich	va:rSaInlI	14	5.645161e-02
wahrscheinlich	a:rSaInlI	2	8.064516e-03
wahrscheinlich	a:rSaInlIh	1	4.032258e-03
wahrscheinlich	va:rSaInlIs	1	4.032258e-03
wahrscheinlich	va:rSaInlIf	2	8.064516e-03
wahrscheinlich	a:rSaInlIj	1	4.032258e-03
wahrscheinlich	a:rSaInlIC	16	6.451613e-02
wahrscheinlich	va:rSaInlIh	2	8.064516e-03
wahrscheinlich	va:rSaInlC	1	4.032258e-03
wahrscheinlich	va:rSaInlIj	3	1.209677e-02
wahrscheinlich	va:rSaInlIC	89	3.588710e-01
wahrscheinlich	va:rSaInIh	1	4.032258e-03
wahrscheinlich	va:rSaInI	5	2.016129e-02
wahrscheinlich	va:rSaInIj	3	1.209677e-02
wahrscheinlich	va:rSaInIC	80	3.225806e-01
wahrzunehmen	va:rtsune:m	4	6.666667e-01
wahrzunehmen	va:rtsune:m@n	1	1.666667e-01
wahrzunehmen	va:rtsune:mn	1	1.666667e-01
Waiwoche	vaIvOx@	1	1.000000e+00
wakaranakatta	va:karanakata	1	1.000000e+00
Wal	va:l	4	1.000000e+00
Walberg	va:lbE6k	128	1.000000e+00
Walch	valC	4	1.000000e+00
Wald	val	1	3.333333e-01
Wald	valt	2	6.666667e-01
W"alder	vEld6	1	1.000000e+00
Waldtrudering	valttru:d@rIN	1	1.000000e+00
Waldvogel	valtfo:g@l	1	1.000000e+00
Wallbaum	valbaUm	2	1.000000e+00
Wallbr"uhl	valbry:l	1	1.000000e+00
Walter	valt6	7	1.000000e+00
Walzer-Restaurant	valts@rEstora~:	1	1.000000e+00
wan	va:n	1	1.000000e+00
Wand	vant	4	1.000000e+00
wandern	van6n	1	2.500000e-01
wandern	va:nd6n	1	2.500000e-01
wandern	vann6n	1	2.500000e-01
wandern	vand6n	1	2.500000e-01
Wandern	vand6n	1	1.000000e+00
Wanderung	vand@rUN	2	1.000000e+00
wann	vam	43	3.333333e-02
wann	van	1186	9.193798e-01
wann	va	18	1.395349e-02
wann	vaN	23	1.782946e-02
wann	va:n	20	1.550388e-02
Wann	van	1	1.000000e+00
war	va:r	1032	9.339367e-01
war	a:r	73	6.606335e-02
w"ar	vE:6	6	1.000000e+00
w"are	vE:rI	2	4.137360e-04
w"are	ve:r@	444	9.184940e-02
w"are	vE:	107	2.213488e-02
w"are	vE:r@	1320	2.730658e-01
w"are	vE:r	4	8.274721e-04
w"are	bE:6	1	2.068680e-04
w"are	bE:r@	2	4.137360e-04
w"are	vE:@	3	6.206041e-04
w"are	ve:r	1	2.068680e-04
w"are	vE:6	2950	6.102607e-01
Ware	va:r@	1	1.000000e+00
waren	a:6n	7	3.723404e-02
waren	a:n	11	5.851064e-02
waren	va:6n	95	5.053191e-01
waren	va:n	58	3.085106e-01
waren	va:r@n	17	9.042553e-02
w"aren	ve:r@n	25	8.620690e-02
w"aren	vE:6n	237	8.172414e-01
w"aren	vE:r@n	28	9.655172e-02
Wareneingang	va:nQaIngaN	1	1.000000e+00
Waren-Eingangs-Pr"ufungen	va:6nQaIngaNspry:fUN	1	1.000000e+00
warm	varm	11	1.000000e+00
warme	varm@	2	1.000000e+00
warmen	varm@n	1	1.000000e+00
warscheinlich	varSaInIC	1	1.000000e+00
warst	vars	1	1.000000e+00
w"arst	vE:6st	2	1.000000e+00
wart	vart	3	1.000000e+00
warte	vart@	28	8.235294e-01
warte	vart	6	1.764706e-01
warten	vart@n	16	2.500000e-01
warten	vart	5	7.812500e-02
warten	vartn	42	6.562500e-01
warten	vart@N	1	1.562500e-02
Wartereien	vart@raIn	1	1.000000e+00
wartest	vart@s	2	1.000000e+00
wartet	vart@t	1	1.000000e+00
wartete	vart@t@	1	1.000000e+00
Wartezeit	vart@tsaIt	1	1.000000e+00
Wartezeiten	vart@tsaItn	1	1.000000e+00
warum	varU	1	1.041667e-02
warum	varUm	95	9.895833e-01
was	vaS	1	3.139717e-04
was	vaz	73	2.291994e-02
was	vvas	2	6.279435e-04
was	va	111	3.485086e-02
was	vas	2998	9.412873e-01
Waschanlage	vaSQanla:g@	1	1.000000e+00
wasche	vaS@	2	1.000000e+00
W"asche	vES@	3	1.000000e+00
waschen	vaSn	2	1.000000e+00
Waschmaschine	vaSmaSi:n@	1	1.000000e+00
Washington	vOSINtn	1	1.000000e+00
Wasser	vas6	7	1.000000e+00
Wasserflecken	vas6flEk@n	1	1.000000e+00
wasserscheuen	vas6SOYn	1	1.000000e+00
Wasserskifahren	vas6Si:fa:6n	1	1.000000e+00
Wasserstra"se	vas6Stra:s@	1	1.000000e+00
Wasser-Wirtschaft	vas6vI6tSaft	1	1.000000e+00
Wattw"urmer	vatvY6m6	1	1.000000e+00
wau	vaU	1	1.000000e+00
wav	vaf	1	1.000000e+00
way	ve:	3	1.000000e+00
$W-$C	ve:tse:	2	1.000000e+00
$W-$D-$R	ve:de:QE6	10	1.000000e+00
we	E	1	8.333333e-02
we	vE	1	8.333333e-02
we	ve	10	8.333333e-01
Weber	ve:b6	17	1.000000e+00
Webmaster	vEpma:st6	1	1.000000e+00
Webseite	vEpzaIt@	1	1.000000e+00
Web-Seite	vEpzaIt@	1	1.000000e+00
Wechsel	vEksl	1	1.000000e+00
Wechselgas	vEks@lga:s	3	1.000000e+00
wechseln	vEks@ln	2	2.857143e-01
wechseln	vEks@l	1	1.428571e-01
wechseln	vEksln	4	5.714286e-01
wechselseitige	vEks@lzaItIg@	1	1.000000e+00
wechselseitigen	vEkslzaIdIgN	1	1.000000e+00
Wechselstrom	vEkslStro:m	1	1.000000e+00
Wechselstube	vEks@lStu:b@	1	1.000000e+00
wechselt	vEks@lt	1	1.000000e+00
wechselte	vEks@lt@	1	1.000000e+00
Wecker	vEk6	4	1.000000e+00
WeddingPeach	vEdINpi:tS	2	1.000000e+00
weder	ve:d6	8	1.000000e+00
weg	E	1	6.535948e-03
weg	vE	16	1.045752e-01
weg	vEk	136	8.888889e-01
Weg	ve:k	57	1.000000e+00
wegbekommen	vEkb@kOm	1	1.000000e+00
Wegbeschreibung	ve:kb@SraIbUN	5	1.000000e+00
wegbleiben	vEkblaIbm	1	3.333333e-01
wegbleiben	vEkblaIm	2	6.666667e-01
wegbringen	vEkbrIN@n	1	1.000000e+00
Wege	ve:g@	28	1.000000e+00
wegen	ve:gN	125	4.237288e-01
wegen	ve:n	2	6.779661e-03
wegen	ve:g@N	2	6.779661e-03
wegen	ve:g@n	91	3.084746e-01
wegen	ve:N	75	2.542373e-01
Wegener	ve:g@n6	2	1.000000e+00
Wege-und-Pl"atze-Tour	ve:g@QUntplEts@tu:6	4	1.000000e+00
wegfahre	vEkfa:6	1	1.000000e+00
wegfahren	vEkfa:n	3	1.363636e-01
wegfahren	vEkfa:r@n	2	9.090909e-02
wegfahren	vEkfa:6n	17	7.727273e-01
Wegfahren	vEkfa:6n	1	1.000000e+00
wegf"ahrt	vEkfE:6t	1	1.000000e+00
wegfallen	vEkfaln	2	1.000000e+00
wegf"allt	vEkfElt	1	1.000000e+00
wegfliege	vEkfli:g@	1	1.000000e+00
wegfliegen	vEkfli:gN	6	8.571429e-01
wegfliegen	vEkfli:g@n	1	1.428571e-01
weggedreht	vEkg@dre:t	1	1.000000e+00
weggefahren	vEkg@fa:n	1	2.500000e-01
weggefahren	vEkg@fa:6n	3	7.500000e-01
weggegangen	vEkg@gaNN	4	6.666667e-01
weggegangen	vEkg@gaN@n	2	3.333333e-01
weggehen	vEkge:n	13	7.222222e-01
weggehen	vEkge:@n	5	2.777778e-01
Weggehen	vEkge:n	1	5.000000e-01
Weggehen	bEkge:n	1	5.000000e-01
weggeht	vEkge:t	2	1.000000e+00
weggenommen	vEkg@nOm	2	1.000000e+00
wegger	Eg6	1	1.000000e+00
wegger"aumt	vEkg@rOYm	1	3.333333e-01
wegger"aumt	vEkgrOYmt	1	3.333333e-01
wegger"aumt	vEkgrOYm	1	3.333333e-01
weggeschmissen	vEkg@SmIsn	1	1.000000e+00
weggewesen	vEkg@ve:zn	1	1.000000e+00
wegkomme	vEkkOm@	1	1.000000e+00
wegkommen	vEkkOm@n	1	1.000000e+00
wegk"onnen	vEkk9nn	1	1.000000e+00
weglasse	vEklas@	1	1.000000e+00
weglassen	vEklasn	1	1.000000e+00
wegmachen	vEkmax	1	1.000000e+00
wegm"ochte	vEkm9Ct@	1	1.000000e+00
Wegner	ve:gn6	6	1.000000e+00
wegschicken	vEkSIkN	1	1.000000e+00
wegschnappen	vEkSnap@n	1	1.000000e+00
Wegstrecke	ve:kStrEk@	1	1.000000e+00
wegwollen	vEkvOl	1	1.000000e+00
wegzufahren	vEktsufa:6n	2	6.666667e-01
wegzufahren	vEktsufa:n	1	3.333333e-01
wegzufliegen	vEktsufli:gN	1	1.000000e+00
wegzugehen	vEktsuge:m	1	5.000000e-01
wegzugehen	vEktsuge:n	1	5.000000e-01
Wehrdienst	ve:6di:nst	1	1.000000e+00
wei	vaI	9	1.000000e+00
Weibchen	vaIpC@n	1	1.000000e+00
Weiberfastnacht	vaIb6fastnax	1	5.000000e-01
Weiberfastnacht	vaIb6fastnaxt	1	5.000000e-01
weichen	vaIC@n	1	5.000000e-01
weichen	vaICn	1	5.000000e-01
weicht	vaICt	1	1.000000e+00
Weiden	vaIn	1	1.000000e+00
Weidmann	vaItman	6	1.000000e+00
weigern	vaIg6n	1	1.000000e+00
Weihn	vaIn	1	1.000000e+00
Weihnachtbaumschmuck	vaInaxtbaUmSmUk	1	1.000000e+00
Weihnachten	vaInaxt@n	14	2.641509e-01
Weihnachten	vaInaxtn	37	6.981132e-01
Weihnachten	vaInaxt	2	3.773585e-02
weihnachtliche	vaInaxtlIC@	1	1.000000e+00
Weihnachtsbaumschmuck	vaInaxtsbaUmSmUk	7	1.000000e+00
Weihnachtsbr"auche	vaInaxtsbrOYC@	1	1.000000e+00
Weihnachtseink"aufen	vaInaxtsQaInkOYfn	1	1.000000e+00
Weihnachtsfeier	vaInaxtsfaI6	1	1.000000e+00
Weihnachtsfeiern	vaInaxtsfaI6n	1	1.000000e+00
Weihnachtsfeiertage	vaInaxtsfaI6ta:g@	1	1.000000e+00
Weihnachtsfeiertagen	vaInaxtsfaI6ta:g@n	1	5.000000e-01
Weihnachtsfeiertagen	vaInaxtsfaI6ta:N	1	5.000000e-01
Weihnachtsferien	vaInaxtsfe:6j@n	3	1.000000e+00
Weihnachtsfest	vaInaxtsfEst	1	1.000000e+00
Weihnachtsfrust	vaInaxtsfrUs	1	1.000000e+00
Weihnachtsgeschenke	vaInaxtsgSENk@	1	5.000000e-01
Weihnachtsgeschenke	vaInaxtsg@SENk@	1	5.000000e-01
Weihnachtskarten	vaInaxtskartn	1	5.000000e-01
Weihnachtskarten	vaInaxtskart@n	1	5.000000e-01
Weihnachtskonzerte	vaInaxtskOntsE6t@	1	1.000000e+00
Weihnachtsmarkt	vaInaxtsmark	2	1.000000e+00
Weihnachtstag	vaInaxtsta:k	1	1.000000e+00
Weihnachtstage	vaInaxtsta:g@	4	1.000000e+00
Weihnachtstrubel	vaInaxtstru:b@l	1	1.000000e+00
Weihnachtsvorbereitung	vaInaxtsfo:6b@raItUN	1	1.000000e+00
Weihnachtsvorbereitungen	vaInaxtsfo:b@raItUNN	1	1.000000e+00
Weihnachtszeit	vaInaxtstsaIt	7	1.000000e+00
weil	val	68	5.699916e-02
weil	vaI	166	1.391450e-01
weil	vaIl	959	8.038558e-01
Weile	vaIl@	15	1.000000e+00
Weilhammer	vaIlham6	12	1.000000e+00
Weim	vaIm	1	1.000000e+00
Weimar	vaImar	3	1.000000e+00
Wein	vaIn	20	9.523810e-01
Wein	vaIm	1	4.761905e-02
Weinchen	vaInCn	1	1.000000e+00
Weinlokal	vaInloka:l	2	1.000000e+00
wei"s	vaIs	637	1.000000e+00
Wei"s	vaIs	4	1.000000e+00
weise	vaIz@	1	1.000000e+00
wei"se	vaIs@	2	6.666667e-01
wei"se	vaIs	1	3.333333e-01
Weise	vaIz@	5	1.000000e+00
weisen	vaIz@n	1	1.000000e+00
weiser	vaIz6	1	1.000000e+00
wei"ser	vaIs6	1	1.000000e+00
Weisheitsz"ahne	vaIshaItstsE:n@	3	1.000000e+00
Weisheitsz"ahnen	vaIshaItstsE:nn	1	1.000000e+00
Weisheitszahnes	vaIshaItstsa:n@s	1	1.000000e+00
Wei"spflug	vaIsflu:f	2	3.333333e-01
Wei"spflug	vaIsslu:k	3	5.000000e-01
Wei"spflug	vaIsflu:k	1	1.666667e-01
Weiss	vaIss	1	1.000000e+00
wei"st	vaIst	19	2.567568e-01
wei"st	vaIs	55	7.432432e-01
Wei"sw"urste	vaIsvY6st@	1	1.000000e+00
weit	vaIn	1	8.928571e-03
weit	vaId	1	8.928571e-03
weit	vaI	9	8.035714e-02
weit	vaIt	101	9.017857e-01
weitaus	vaItQaUs	1	1.000000e+00
weite	vaIt@	3	1.000000e+00
weiten	vaIQn	1	1.000000e+00
weiter	vaIt6	269	1.000000e+00
weiterarbeiten	vaIt6arbaItn	1	1.000000e+00
weiterbilden	vaIt6bIldn	1	5.000000e-01
weiterbilden	vaIt6bIld@n	1	5.000000e-01
weitere	vaIt@r@	72	1.000000e+00
Weitere	vaIt@r@	11	1.000000e+00
weiterempfehlen	vaIt6QEmfe:ln	1	1.000000e+00
weiteren	vaIt@r@	1	1.515152e-02
weiteren	vaIt@r@m	3	4.545455e-02
weiteren	vaIt@r@n	61	9.242424e-01
weiteren	vaIt@rn	1	1.515152e-02
weiterer	vaIt@r6	5	1.000000e+00
weitererz"ahlen	vaIt6QE6tse:lm	1	2.500000e-01
weitererz"ahlen	vaIt6QE6tse:l@n	1	2.500000e-01
weitererz"ahlen	vaIt6QE6tse:ln	2	5.000000e-01
weiteres	vaIt@r@	1	6.250000e-02
weiteres	vaIt@r@s	15	9.375000e-01
Weiteres	vaIt@r@s	2	1.000000e+00
weiterfahren	vaIt6fa:n	1	3.333333e-01
weiterfahren	vaIt6fa:6n	2	6.666667e-01
weiterfliege	vaIt6fli:g@	1	1.000000e+00
weiterfliegen	vaIt6fli:gN	2	1.000000e+00
weitergearbeitet	vaIt6g@arbaIt@t	1	1.000000e+00
weitergeben	vaIt6ge:bm	1	5.000000e-01
weitergeben	vaIt6ge:b@n	1	5.000000e-01
weitergegangen	vaIt6g@gaNN	2	1.000000e+00
weitergege	vaIt6ge:g@	1	1.000000e+00
weitergehen	vaIt6ge:n	4	1.000000e+00
weitergekommen	vaIt6g@kOm	1	1.000000e+00
weitergemacht	vaIt6g@maxt	1	1.000000e+00
weitergeschrieben	vaIt6gSri:b@n	1	1.000000e+00
weiterging	vaIt6gIN	1	1.000000e+00
weiterhelfen	vaIt6hElf@n	5	3.125000e-01
weiterhelfen	vaIt6hElfm	1	6.250000e-02
weiterhelfen	vaIt6hElfn	10	6.250000e-01
weiterhilft	vaIt6hIlft	1	1.000000e+00
weiterhin	vaIt6hIn	11	1.000000e+00
weiterkomme	vaIt6kOm@	1	1.000000e+00
weiterkommen	vaIt6kOm	1	5.000000e-01
weiterkommen	vaIt6kOm@n	1	5.000000e-01
weiterlaufen	vaIt6laUf@n	1	1.000000e+00
weiterleben	vaIt6le:bm	1	1.000000e+00
weiterleiten	vaIt6laIQn	1	1.000000e+00
weiterlesen	vaIt6le:z@n	1	1.000000e+00
weitermache	vaIt6max@	2	1.000000e+00
weitermachen	vaIt6max@n	5	5.555556e-01
weitermachen	vaIt6maxN	1	1.111111e-01
weitermachen	vaIt6maxn	2	2.222222e-01
weitermachen	vaIt6mahN	1	1.111111e-01
weitermelden	vaIt6mEldn	1	1.000000e+00
weiterreden	vaIt@re:dn	1	1.000000e+00
weiterreise	vaIt6raIz@	1	1.000000e+00
weiterreisen	vaIt6raIzn	1	5.000000e-01
weiterreisen	vaItraIzn	1	5.000000e-01
weitersagen	vaIt6za:g@n	1	1.000000e+00
weiterschauen	vaIt6SaUn	1	1.000000e+00
Weiterscheit	vaIt6SaIt	3	1.000000e+00
weiterspielen	vaIt6Spi:ln	1	1.000000e+00
Weitertaste	vaIt6tast@	1	1.000000e+00
weiterverteilen	vaIt6fE6taIln	1	1.000000e+00
weiterziehen	vaIt6tsi:n	1	1.000000e+00
weiterzubilden	vaIt6tsubIldn	1	1.000000e+00
weitesten	vaIt@stn	1	1.000000e+00
weitestgehend	vaIt@stge:n	1	5.000000e-01
weitestgehend	vaIt@sge:n	1	5.000000e-01
weitgehend	vaItge:n	2	1.000000e+00
Weizbauer	vaItsbaU6	6	1.000000e+00
wel	vEl	2	1.000000e+00
welch	vElC	5	8.333333e-01
welch	vEC	1	1.666667e-01
welche	vElC@	153	7.927461e-01
welche	vEC@	37	1.917098e-01
welche	EC@	1	5.181347e-03
welche	ElC@	2	1.036269e-02
welchem	vElC@m	91	7.913043e-01
welchem	vEC@	4	3.478261e-02
welchem	ElC@m	1	8.695652e-03
welchem	vElC@	2	1.739130e-02
welchem	vEC@m	17	1.478261e-01
welchen	vElC@m	2	2.222222e-02
welchen	vElC@n	37	4.111111e-01
welchen	bECn	1	1.111111e-02
welchen	vEC@n	8	8.888889e-02
welchen	vECn	11	1.222222e-01
welchen	vElCn	31	3.444444e-01
welcher	bElC6	1	1.428571e-02
welcher	vEC6	14	2.000000e-01
welcher	vElC6	55	7.857143e-01
welches	vElC@	1	1.162791e-02
welches	vEC@	1	1.162791e-02
welches	vElC@s	71	8.255814e-01
welches	ElC@s	1	1.162791e-02
welches	vEC@s	11	1.279070e-01
welches	EC@s	1	1.162791e-02
